,CNN,EEE,Random01,MACDKeyLevel,Random001,KNN,UCB,SqueezePro,Lstm,Ensemble,Choc,KeltnerChannels,RandomForest,Stochastic,EXP3,MACD,BeepBoop,MLP,PSAR,RSI,MACDStochastic,Transformer,BarMovement,BollingerBands,Supertrend,Random2,LstmMixture,Random,MACrossover,AlegAATr,Random05
0,9903.492400000072,10498.708382857107,12608.653819999958,11149.245590000482,10097.78775999999,10000.0,9392.368121428624,10547.847540000183,9965.789939999986,9651.314997142812,9266.131799999983,7271.480500000022,10000.0,7034.991799999999,9698.807772857122,10902.882128571495,9727.186314285711,11056.223158571422,14208.596640000027,10000.0,10671.155880000113,10000.0,11113.555199999992,8533.728459999991,12644.423799999991,4601.323860000015,10000.0,6637.632899999837,8653.320160000016,10000.0,8453.576759999978
