,AlegAATr,Random05,Random,MACrossover,LstmMixture,Random2,Supertrend,BollingerBands,BarMovement,MACDStochastic,Transformer,RSI,PSAR,MLP,BeepBoop,MACD,RandomForest,Stochastic,EXP3,KeltnerChannels,Ensemble,Choc,UCB,Lstm,SqueezePro,KNN,MACDKeyLevel,Random001,Random01,CNN,EEE
0,10000.0,4280.117400000023,11775.224040000008,6358.951559999994,10000.0,6320.027840000126,12379.873880000094,10975.223990000044,9546.051891428566,9850.884040000017,7672.5531100000035,10000.0,10648.568299999992,9954.04240000006,9363.494840000012,8256.054940000015,10000.0,8517.103500000427,11375.464902142898,8978.500479999992,9982.678889999988,8765.76931999997,8577.34435714285,6640.886140000055,9179.493099999998,8340.27484,9879.353109999998,9878.954180000002,7969.75537999998,9184.210430000001,9339.109844999999
