,Transformer,MLP,RandomForest,LstmMixture,MACDKeyLevel,PSAR,BeepBoop,Ensemble,Lstm,MACDStochastic,BollingerBands,MACD,Stochastic,AlegAATr,KNN,EXP3,SqueezePro,UCB,RSI,BarMovement,Choc,Supertrend,EEE,CNN,MACrossover,KeltnerChannels
0,10000.0,10000.0,6715.808120000013,7742.0032799999835,9811.556804285718,6365.078920000092,8729.542290000021,10957.837756428571,9581.237999999987,8648.463859999989,7998.572800000003,7240.500640000031,11372.841519999998,10294.866087142856,10000.0,9369.164090000038,8987.992199999993,10098.58447857143,10000.0,11915.128039999956,10526.577710000047,9171.552319999972,11001.953700000056,9790.915449999999,9190.92421000009,9439.701950000019
