,KeltnerChannels,MACrossover,CNN,UCB,Random001,Choc,Supertrend,EEE,RSI,BarMovement,Random2,KNN,SqueezePro,EXP3,Stochastic,Random05,MACD,Random01,AlegAATr,PSAR,MACDKeyLevel,MACDStochastic,BollingerBands,Lstm,BeepBoop,Ensemble,LstmMixture,RandomForest,MLP,Random,Transformer
0,7990.472159999987,8768.139980000005,15753.212230000003,12067.920712857176,10132.166860000021,10279.59852,9498.837800000018,8851.79940571428,10328.362145,10388.647242857152,2363.81099999998,11078.667925714271,10032.409699999991,9212.792993571438,10614.457569999984,8309.249860000045,9821.866100000005,9343.36692000004,10000.0,11436.62564000001,9714.93,8743.436619999993,14000.2099,10000.0,9105.031620000016,6969.577900000011,9903.333790000004,10000.0,9514.740119999999,5285.950340000069,9716.706
