,MACDKeyLevel,KNN,CNN,EEE,RandomForest,Stochastic,EXP3,MACD,UCB,Lstm,SqueezePro,Ensemble,Choc,KeltnerChannels,PSAR,RSI,MACDStochastic,Transformer,BeepBoop,MLP,Supertrend,LstmMixture,MACrossover,AlegAATr,BarMovement,BollingerBands
0,8632.324579999986,264.9732600002804,8971.05422714286,6182.13475142858,202.72895000027606,3365.920399999995,7473.340638571451,6566.579200000063,10095.676970000035,9981.94966000001,10339.484660000018,9725.93614,10949.613839999985,9387.096614285922,9693.45375,10003.910220000014,8357.608000000006,9867.693980000002,11845.189660000098,10000.0,8839.135619999994,9003.396040000003,7840.207910000001,8510.565430714316,9475.041320000011,9024.683219999999
