,MACrossover,KeltnerChannels,CNN,UCB,Random001,Choc,Supertrend,EEE,BarMovement,RSI,KNN,Random2,SqueezePro,EXP3,Random05,Stochastic,MACD,Random01,AlegAATr,MACDKeyLevel,PSAR,Lstm,BollingerBands,MACDStochastic,BeepBoop,Ensemble,RandomForest,LstmMixture,MLP,Random,Transformer
0,7228.251860000015,10340.52624,10000.0,9155.019148571439,10348.20394000002,9471.82572,10192.945710000016,10000.0,9367.655865714307,9678.570619999995,3103.8696000006635,5820.582100000012,10000.0,10000.0,11258.161120000013,5823.417719999992,11518.460525714292,9120.64274,10000.0,8639.559757142883,9279.053809999992,10000.0,11597.459250000013,10469.80139000002,9640.43730000005,9233.473960000018,10000.0,10000.0,11015.109420000053,7574.739320000104,9479.16828
