,MACDKeyLevel,KNN,EEE,CNN,EXP3,RandomForest,Stochastic,MACD,UCB,SqueezePro,Lstm,Ensemble,Choc,KeltnerChannels,PSAR,RSI,Transformer,MACDStochastic,BeepBoop,MLP,Supertrend,LstmMixture,MACrossover,AlegAATr,BarMovement,BollingerBands
0,9224.85913000042,7053.320410000019,11706.348420000048,7907.624200000003,9029.097360000029,9584.72872,7134.746120000007,7081.087139999981,11071.951500000021,7827.7370999999675,8584.894780000024,10332.181472857197,9614.033800000065,8646.837030000379,9869.58309000001,10198.350489999997,10000.0,8845.365999999924,8514.606440000014,7875.926099999996,5155.149719999982,8790.721230000003,9904.036940000002,10736.774400000015,8327.297260000012,10000.0
