,EXP3,Stochastic,RandomForest,MACD,KeltnerChannels,Lstm,SqueezePro,UCB,Choc,Ensemble,KNN,Random01,Random001,MACDKeyLevel,EEE,CNN,MACrossover,Random,Random05,AlegAATr,Supertrend,LstmMixture,Random2,BarMovement,BollingerBands,Transformer,MACDStochastic,PSAR,RSI,MLP,BeepBoop
0,4844.9151200000115,9823.174220000015,8239.855910000006,9772.487369999999,9671.999439999972,8880.090064999982,9569.217659999978,9919.026140000022,9839.012380000027,10681.757350000005,7738.243179999998,9724.597800000001,9969.936800000007,10169.44125000006,6536.763520000025,10000.0,9128.832419999946,6291.780960000057,9969.239160000005,10011.494540000012,6678.523540000012,9326.11632,6437.910499999997,9824.829439999996,8788.022499999981,3942.9089800000347,5887.661739999984,8164.0356499999925,9896.853050000002,9467.613840000004,6128.09413000002
