,KNN,MACD,Stochastic,Choc,Lstm,PSAR,AlegAATr,Supertrend,MACrossover,MLP,KeltnerChannels,BollingerBands,SqueezePro,MACDKeyLevel,BeepBoop,CNN,BarMovement,MACDStochastic,RandomForest,RSI
0,9775.16848,9002.005900000015,7361.510599999986,12170.629099999978,15092.42969999993,7543.777420000515,10083.454665714327,8846.422040000001,12981.618080000004,10701.463190000864,10516.482570000004,7057.625168571434,9077.25627000002,10804.862810000113,10123.896269999997,4994.552500000006,10843.565499999997,15403.45232000002,8384.326399999989,7147.314839999995
