,MLP,RandomForest,LstmMixture,Random,Transformer,MACD,Random05,Stochastic,AlegAATr,Random01,MACDKeyLevel,PSAR,BeepBoop,Ensemble,Lstm,BollingerBands,MACDStochastic,UCB,Random001,BarMovement,RSI,Choc,Supertrend,EEE,KNN,Random2,EXP3,SqueezePro,MACrossover,KeltnerChannels,CNN
0,6510.211419999995,8801.28341714281,8140.32994071429,8916.161719999993,10000.0,10561.23872999999,6876.599280000011,9154.212790000005,10589.582824285719,9821.562060000011,10144.787079999998,9231.47696,8775.153742857095,8264.970199999994,10000.0,9429.090020000003,8640.565920000001,10000.0,10940.543500000003,8523.801879999997,9414.6541,10033.318340000002,9295.316700000001,8729.78494999999,8886.039679999996,9793.026699999971,10000.0,10439.981969999995,8977.649269999894,11470.999319999997,9199.345079999886
