,MACD,Random05,Stochastic,AlegAATr,Random01,MACDKeyLevel,PSAR,BeepBoop,Ensemble,Lstm,MACDStochastic,BollingerBands,MLP,RandomForest,LstmMixture,Random,Transformer,MACrossover,KeltnerChannels,CNN,UCB,Random001,RSI,BarMovement,Choc,Supertrend,EEE,KNN,Random2,EXP3,SqueezePro
0,9943.494569999997,10275.431880000036,10101.453590000016,10000.0,9629.240680000006,9852.005740000006,7375.91779999989,5730.175660000041,10496.28743999999,10000.0,7670.3985000001,10213.843399999922,10000.0,6059.781969999976,10000.0,8796.225660000026,15624.855459999995,9564.65416,8986.080980000055,10000.0,9263.167900000004,10107.70928,10000.0,15092.379599999942,10068.91066,10341.553469999986,9065.465749999927,10000.0,5933.247899999972,10000.0,9721.282600000002
