,Random05,AlegAATr,Random,MACrossover,Random2,LstmMixture,Supertrend,BollingerBands,BarMovement,Transformer,MACDStochastic,RSI,PSAR,MLP,BeepBoop,MACD,EXP3,RandomForest,Stochastic,KeltnerChannels,Ensemble,Choc,UCB,SqueezePro,Lstm,KNN,Random001,MACDKeyLevel,Random01,EEE,CNN
0,8715.75709999997,9882.794443571378,6982.98214,9139.452160000012,8761.950939999959,9796.803,7459.492599999997,8451.222180000015,6713.397080000057,9930.591729999996,10356.001407857131,10000.0,3740.2469199999728,4970.602370000693,10213.022169999997,7921.940089999997,10166.957449999993,8522.057000000035,10426.722209999969,8775.590450000002,6926.856220000062,8959.740960000008,9500.689094999956,8685.79938,10286.9405,12956.626500000108,10435.350600000007,9627.711800000023,6561.711200000011,9072.366749999997,10000.0
