,CNN,MACrossover,KeltnerChannels,KNN,Random2,EXP3,SqueezePro,Random001,UCB,RSI,BarMovement,Supertrend,Choc,EEE,MACDKeyLevel,PSAR,BeepBoop,Ensemble,Lstm,MACDStochastic,BollingerBands,MACD,Random05,Stochastic,AlegAATr,Random01,Random,MLP,RandomForest,LstmMixture
0,9913.366034285717,8653.888359999984,9759.4037,10000.0,6838.06676000007,9467.482100000008,10000.0,9534.325039999996,10115.171720000022,10000.0,12125.192660000052,9863.701240000002,10760.938740000003,7856.419100000005,8016.110390000061,9155.716500000033,8198.737980000102,10000.0,10000.0,10222.71356428572,10127.062120000035,9006.09251000006,6364.071960000075,10440.030550000012,10000.0,8416.510420000006,6126.118140000027,10000.0,10000.0,10000.0
