,MACDStochastic,MLP,SqueezePro,CNN,Choc,AlegAATr,KeltnerChannels,MACD,PSAR,MACDKeyLevel,KNN,BeepBoop,MACrossover,RandomForest,RSI,Lstm,Supertrend,Stochastic,BarMovement,BollingerBands
0,10836.238100000002,9265.123739999983,9201.115119999991,10005.846780000002,10207.048320000013,8249.184350000058,9244.109130000115,9308.220440000054,8809.317139999997,7402.778910000248,9534.62347,12412.05402,10659.696290000253,7850.2182900008265,10130.99342,9537.058010000008,9974.066297999954,10299.106520000001,7341.236220000771,8057.567440000359
