,RSI,BarMovement,Supertrend,Choc,EEE,Random001,UCB,EXP3,SqueezePro,Random2,KNN,KeltnerChannels,MACrossover,CNN,MLP,LstmMixture,RandomForest,Transformer,Random,AlegAATr,Random01,MACD,Stochastic,Random05,BeepBoop,Ensemble,MACDStochastic,BollingerBands,Lstm,PSAR,MACDKeyLevel
0,10000.0,8977.454719999969,12877.939779999977,10509.349128571406,7666.104040000034,10971.647680000038,9785.417004285702,12134.587909999991,9186.036399999999,7940.12419999995,3121.635370001977,4707.647359999976,8793.539519999997,8466.85047999997,10000.0,10000.0,10000.0,10000.0,6792.027260000003,10000.0,7921.504299999996,11364.547059999995,12379.187900000035,5718.7308,9521.45284000054,9422.016676428593,9038.106660000016,10423.905699999998,8398.81151000057,8125.766919999999,10335.948969999998
