,LstmMixture,RandomForest,MLP,Random,Random01,AlegAATr,Stochastic,Random05,MACD,BollingerBands,MACDStochastic,Lstm,BeepBoop,Ensemble,PSAR,MACDKeyLevel,Choc,Supertrend,EEE,BarMovement,RSI,UCB,Random001,SqueezePro,EXP3,Random2,KNN,KeltnerChannels,MACrossover,CNN
0,7535.33354000001,10000.0,11496.581859999997,8868.560020000079,10987.403599999989,9330.643780000002,12110.451260000034,8757.115340000002,12077.635900000138,11701.222350000806,9925.106100000012,11437.540450000022,10000.0,12462.300439999988,10091.24436000002,9838.063639999998,8703.63398000002,10098.836220000001,13599.94557000004,8135.4424999999965,10000.0,9076.74474000001,9877.72872000001,10395.957930000026,11300.381330000011,6333.739560000016,10000.0,6846.7401,9200.715999999991,5155.131939999998
