,BarMovement,BollingerBands,Random,MACrossover,Random05,AlegAATr,Supertrend,LstmMixture,Random2,MLP,BeepBoop,MACDStochastic,PSAR,RSI,KeltnerChannels,UCB,Lstm,SqueezePro,Ensemble,Choc,EXP3,RandomForest,Stochastic,MACD,EEE,CNN,KNN,Random01,Random001,MACDKeyLevel
0,8251.333291428575,7857.166230000419,7334.003079999986,7485.448559999974,7555.798480000078,9349.155965714426,10010.60787000096,8361.022420000769,5666.387560000041,8282.548480001045,3670.0944100009933,8945.676960000179,3374.175860000014,10000.0,9157.402799999996,10339.30778571431,9964.28999,10161.249439999976,7947.136579999979,8826.407519999988,9855.977940000024,9979.71923999998,2644.728140000024,11016.584710000092,10094.56282,9962.463995714263,9459.73088000002,9944.853900000011,9305.961540000017,10505.80936
