,BarMovement,BollingerBands,MLP,MACD,EEE,Supertrend,RandomForest,RSI,PSAR,Stochastic,UCB,Lstm,CNN,MACDStochastic,MACDKeyLevel,BeepBoop,AlegAATr,Choc,LstmMixture,EXP3,MACrossover,KNN,Ensemble,SqueezePro,KeltnerChannels
0,0.375,0.3055555555555556,0.2916666666666667,0.37037037037037035,0.3333333333333333,0.3194444444444444,0.4166666666666667,0.6805555555555556,0.3472222222222222,0.375,0.4444444444444444,0.4652777777777778,0.4583333333333333,0.3888888888888889,0.3472222222222222,0.2638888888888889,0.6527777777777778,0.5,0.5138888888888888,0.4027777777777778,0.3611111111111111,0.4861111111111111,0.3888888888888889,0.4583333333333333,0.3194444444444444
