,KNN,MACD,Stochastic,Choc,Lstm,PSAR,AlegAATr,Supertrend,MACrossover,MLP,KeltnerChannels,BollingerBands,SqueezePro,MACDKeyLevel,CNN,BeepBoop,BarMovement,Ensemble,MACDStochastic,RSI
0,0.3877551020408163,0.27586206896551724,0.3835616438356164,0.13043478260869565,0.2054794520547945,0.21481481481481482,0.3793103448275862,0.1836734693877551,0.48,0.20224719101123595,0.42105263157894735,0.43478260869565216,0.4,0.3333333333333333,0.14516129032258066,0.38461538461538464,0.1836734693877551,0.3404255319148936,0.35,0.0
