,MACrossover,KeltnerChannels,EXP3,SqueezePro,UCB,BarMovement,Supertrend,Choc,EEE,MACDKeyLevel,PSAR,BeepBoop,BollingerBands,MACDStochastic,MACD,Stochastic,AlegAATr
0,0.4,0.24,0.0,0.3076923076923077,0.125,0.0,0.4166666666666667,0.5238095238095238,0.375,0.2,0.375,0.4444444444444444,0.3404255319148936,0.25,0.5555555555555556,0.36082474226804123,0.125
