,Choc,BarMovement,MACDKeyLevel,KeltnerChannels,SqueezePro,Supertrend,AlegAATr,EEE,BeepBoop,MACDStochastic,UCB,EXP3,MACD,MACrossover,PSAR
0,0.0,0.5,0.3333333333333333,0.2,0.3333333333333333,0.75,0.5,0.5714285714285714,0.23170731707317074,0.6666666666666666,0.5,0.3076923076923077,0.0,0.0,0.22033898305084745
