,MACDStochastic,BeepBoop,UCB,RSI,EXP3,Stochastic,BollingerBands,MACD,MACrossover,PSAR,Choc,BarMovement,MACDKeyLevel,KeltnerChannels,SqueezePro,Supertrend,AlegAATr,EEE
0,-10.272902653059278,-31.409786666666093,-35.570183839282876,-265.76472999999544,115.29912136363836,-26.765281404958653,-34.49382528301623,-81.54366285714325,-267.5458733333331,-53.20756545454561,110.28858500001004,-52.174364719386865,-6.047151666669262,-44.859514489795075,217.56600047620068,-65.94638164948434,-35.58562535714002,-80.81308827067713
