,AlegAATr,Stochastic,MACD,BollingerBands,MACDStochastic,BeepBoop,MACDKeyLevel,PSAR,Choc,Supertrend,EEE,BarMovement,UCB,SqueezePro,EXP3,MACrossover,KeltnerChannels
0,124.43883633928476,66.78248486485946,-118.7612540000003,-60.307177105263044,-61.51074666666589,-53.314369599999985,235.29180000001162,-2.3775200000017267,-59.95777460317605,-50.15783521738917,36.17348693547968,-241.79752444444446,123.27456187499905,-24.244509230769253,-71.96280142857259,7.8857700000001945,84.3330433333334
