,BarMovement,AlegAATr,Supertrend,MACrossover,SqueezePro,MACDStochastic,BollingerBands,MLP,MACDKeyLevel,KNN,KeltnerChannels,MACD,PSAR,Lstm,RSI,Choc,RandomForest,Stochastic,CNN,BeepBoop
0,20.07415384615379,27.402775089286685,-87.69459333333309,112.5714838709678,-115.34296624999719,343.75500000000125,-38.57962046908312,5.0325786816748215,-75.79570731707182,-199.99547999999967,-34.89399999999988,-5.850873786407516,-13.339352175321336,39.25171686746947,-99.66667857142865,324.0257142857111,-93.13558139534895,-72.36177272727319,-27.17429012345676,-79.67583333333327
