,EEE,AlegAATr,SqueezePro,Supertrend,KeltnerChannels,MACDKeyLevel,BarMovement,Choc,PSAR,MACD,BollingerBands,Stochastic,EXP3,UCB,MACDStochastic,BeepBoop
0,-51.08624874999941,104.45693342857355,-31.12694542857031,-68.34639399999945,11.8077285714317,158.24424666666928,-54.63749045714372,-73.83907999999856,-100.96865769230759,-31.88265230769215,-18.719955185183068,-54.24107842857135,-95.69727766483541,104.02344542857354,-105.40268671428706,-315.1578733333318
