,MACDStochastic,BeepBoop,UCB,RSI,EXP3,Stochastic,BollingerBands,MACD,MACrossover,PSAR,Choc,BarMovement,MACDKeyLevel,KeltnerChannels,SqueezePro,Supertrend,AlegAATr,EEE
0,0.42857142857142855,0.25,0.25,0.0,0.6363636363636364,0.21487603305785125,0.2830188679245283,0.2857142857142857,0.0,0.2727272727272727,0.5,0.21428571428571427,0.3333333333333333,0.5714285714285714,0.6666666666666666,0.10309278350515463,0.25,0.15789473684210525
