,KNN,MACD,Stochastic,Choc,Lstm,PSAR,AlegAATr,Supertrend,MACrossover,MLP,KeltnerChannels,BollingerBands,SqueezePro,MACDKeyLevel,CNN,BeepBoop,BarMovement,Ensemble,MACDStochastic,RSI
0,32.43489795918392,-65.69797103447853,6.608017964776952,-76.68900000000075,-2.01143835616192,-91.41090740740545,73.34764939153416,-86.89653061224489,43.479600000000445,38.11191011235992,9.25394736842204,36.62910956522864,-3.7635000000000063,-94.4006699999829,-32.55669354838551,29.448717948718468,9.13579591837003,65.0011863829795,23.82404565476147,-221.94900000000024
