,MACrossover,PSAR,MACD,BollingerBands,EXP3,UCB,BeepBoop,MACDStochastic,EEE,AlegAATr,SqueezePro,Supertrend,KeltnerChannels,MACDKeyLevel,BarMovement
0,0.0,0.24358974358974358,0.0,0.0,0.3,1.0,0.34285714285714286,0.3333333333333333,0.1111111111111111,1.0,0.5,0.3333333333333333,0.4444444444444444,0.25,0.1875
