,PSAR,CNN,Ensemble,BeepBoop,Stochastic,RandomForest,RSI,Lstm,MACDStochastic,AlegAATr,Supertrend,MACrossover,BarMovement,KeltnerChannels,MACD,MACDKeyLevel,KNN,MLP,BollingerBands
0,7.28178375000077,-31.450463768115053,-38.2335698850607,-76.15401785714286,-61.369348857128365,-5.738485169723858,-81.00272727272727,-1.3563755263156736,-128.41800000000262,-7.393795679011065,-114.49693107142903,188.09399999999943,-20.512516649754446,0.34366517857225987,-117.44530000000323,-97.29645161290323,-13.072531914893757,-6.456172754500228,-25.084540540543177
