,PSAR,BeepBoop,CNN,Ensemble,Stochastic,RandomForest,Lstm,RSI,Choc,SqueezePro,MACDStochastic,MACrossover,Supertrend,AlegAATr,BarMovement,KeltnerChannels,MACD,KNN,MACDKeyLevel,BollingerBands,MLP
0,0.3187250996015936,0.16417910447761194,0.19583333333333333,0.2987551867219917,0.38513513513513514,0.3430232558139535,0.367816091954023,0.2,0.2222222222222222,0.4444444444444444,0.3473684210526316,0.5384615384615384,0.29411764705882354,0.3641025641025641,0.31,0.3114754098360656,0.3442622950819672,0.3769063180827887,0.15584415584415584,0.3404255319148936,0.23950617283950618
