,PSAR,BeepBoop,CNN,Ensemble,Stochastic,RandomForest,Lstm,RSI,Choc,SqueezePro,MACDStochastic,MACrossover,Supertrend,AlegAATr,BarMovement,KeltnerChannels,MACD,KNN,MACDKeyLevel,BollingerBands,MLP
0,-21.790298167337063,-19.990757462687448,-11.644874999999994,-38.39193449516119,-15.361410472972972,-10.374861758725483,20.867241379310343,-177.13592800000774,-88.31339611111116,13.332649999991466,-27.541116631588235,98.28715384615978,-30.900784313725477,49.41890716474645,64.67095000000009,-6.41427983606499,20.391348934414985,0.7381624618734188,-29.150000000001803,71.13285702127698,-52.36371111111129
