,SqueezePro,KeltnerChannels,BollingerBands,MLP,RSI,RandomForest,Ensemble,MACDStochastic,BarMovement,BeepBoop,CNN,MACDKeyLevel,Lstm,PSAR,Choc,Stochastic,MACD,KNN,MACrossover,Supertrend,AlegAATr
0,0.16666666666666666,0.3508771929824561,0.3467741935483871,0.25327510917030566,0.38235294117647056,0.24935064935064935,0.40540540540540543,0.18181818181818182,0.18226600985221675,0.17258883248730963,0.39528795811518325,0.3347826086956522,0.1865671641791045,0.33406593406593404,0.3333333333333333,0.3870967741935484,0.5833333333333334,0.3836477987421384,0.7058823529411765,0.40119760479041916,0.31724137931034485
