,MACDStochastic,BollingerBands,BeepBoop,MACDKeyLevel,PSAR,Stochastic,MACD,SqueezePro,EXP3,Choc,EEE,RSI,BarMovement,UCB,MACrossover
0,66.42389333333757,-0.17586681818401992,-24.021026162790804,12.803499523810274,-15.808306470588033,-9.585875909090523,-5.036246153845999,170.71475714286157,-57.08096346938701,-92.2374235294139,-18.764414625849803,99.79205000000383,159.00288749999964,0.9784922857158463,-28.9530472058798
