,MACrossover,PSAR,MACD,Stochastic,BollingerBands,EXP3,UCB,MACDStochastic,BeepBoop,EEE,SqueezePro,Supertrend,AlegAATr,MACDKeyLevel,KeltnerChannels,BarMovement,Choc
0,-199.99999999999574,0.15913874999992159,-0.79994809523256,101.13166666667054,35.986400000000025,-75.29990948051936,235.49935071428976,539.1999999999962,-234.53475000000066,16.556309285714452,-20.04384499999999,-65.05590599999361,-221.3766400000005,-105.63643499999499,-11.460078947369174,-62.504462727271104,-211.80834666666934
