,MACrossover,PSAR,MACD,BollingerBands,EXP3,UCB,BeepBoop,MACDStochastic,EEE,AlegAATr,SqueezePro,Supertrend,KeltnerChannels,MACDKeyLevel,BarMovement
0,-274.6040000000002,-56.34394474358734,-239.5070000000002,-283.64245,-67.79505957142702,312.7790521428522,-24.36128885713984,-103.24232333333104,-52.019661904761946,312.7790521428522,17.8266600000008,-53.925844444444174,14.551594444447412,-95.46600124999966,-82.45855571428532
