,KNN,MACDKeyLevel,KeltnerChannels,MACD,BollingerBands,AlegAATr,Supertrend,MACrossover,MACDStochastic,BarMovement,Stochastic,RandomForest,CNN,Ensemble,BeepBoop,Lstm,Choc,PSAR
0,0.3448275862068966,0.2,0.25,0.0,0.07692307692307693,0.23076923076923078,0.2857142857142857,0.2,0.2,0.42105263157894735,0.5,0.425531914893617,0.3157894736842105,0.3076923076923077,0.23809523809523808,0.2,0.0,0.28735632183908044
