,PSAR,MACDKeyLevel,BeepBoop,MACDStochastic,BollingerBands,MACD,Stochastic,AlegAATr,EXP3,SqueezePro,UCB,BarMovement,Supertrend,Choc,EEE,KeltnerChannels,MACrossover
0,0.36363636363636365,0.16666666666666666,0.5,0.425,0.3333333333333333,0.0,0.23076923076923078,0.3333333333333333,0.4444444444444444,0.28205128205128205,0.25,0.4444444444444444,0.23076923076923078,0.3333333333333333,0.25,0.18181818181818182,0.29411764705882354
