,MACrossover,PSAR,MACD,Stochastic,BollingerBands,EXP3,UCB,MACDStochastic,BeepBoop,EEE,SqueezePro,Supertrend,AlegAATr,MACDKeyLevel,KeltnerChannels,BarMovement,Choc
0,0.0,0.4166666666666667,0.38095238095238093,1.0,0.4,0.2727272727272727,0.6,1.0,0.0,0.4,0.5,0.4,0.0,0.0,0.631578947368421,0.2727272727272727,0.0
