,MACDStochastic,BollingerBands,BeepBoop,MACDKeyLevel,PSAR,Stochastic,MACD,SqueezePro,EXP3,Choc,EEE,RSI,BarMovement,UCB,MACrossover
0,0.6666666666666666,0.38636363636363635,0.3372093023255814,0.3333333333333333,0.27058823529411763,0.5,0.46153846153846156,0.7142857142857143,0.2653061224489796,0.17647058823529413,0.3968253968253968,1.0,0.5,0.4,0.29411764705882354
