,BarMovement,MACrossover,Supertrend,AlegAATr,SqueezePro,MACDStochastic,MLP,BollingerBands,KNN,MACDKeyLevel,KeltnerChannels,MACD,PSAR,Lstm,Choc,RandomForest,Stochastic,BeepBoop,CNN
0,0.3840304182509506,0.0,0.24,0.40425531914893614,0.0,0.37254901960784315,0.16363636363636364,0.48,0.2765957446808511,0.0,0.5789473684210527,0.5,0.15789473684210525,0.10144927536231885,0.0,0.21052631578947367,0.42857142857142855,0.1111111111111111,0.21100917431192662
