,BeepBoop,EXP3,RSI,BollingerBands,Stochastic,MACD,MACrossover,Choc,BarMovement,KeltnerChannels,MACDKeyLevel,SqueezePro,Supertrend
0,0.27692307692307694,0.375,0.0,0.42105263157894735,1.0,0.125,0.29545454545454547,0.25,1.0,0.0,0.8333333333333334,0.6666666666666666,0.24242424242424243
