,KNN,MACD,Choc,Stochastic,PSAR,Lstm,AlegAATr,Supertrend,MACrossover,MLP,BollingerBands,KeltnerChannels,SqueezePro,BeepBoop,CNN,MACDKeyLevel,MACDStochastic,BarMovement,RandomForest
0,-76.97843137254905,-27.700425999997453,17.94009523809573,7.018700000000123,-189.77551500000018,-15.44624062499945,-1.2643666666629818,-76.28641101869147,17.356767708338577,4.730241935483623,-16.444263773581493,-23.76653413792705,-194.0087500000023,-54.761666666666656,60.424353333333876,-28.021447882350063,59.557466666666734,-7.849935203248911,-3.731129865589177
