,KeltnerChannels,MACrossover,Choc,Supertrend,EEE,BarMovement,UCB,SqueezePro,EXP3,AlegAATr,Stochastic,MACDStochastic,BollingerBands,PSAR,MACDKeyLevel
0,0.0,0.48484848484848486,0.15384615384615385,0.1,0.8571428571428571,0.0,1.0,0.2413793103448276,0.0,0.0,0.3333333333333333,0.325,0.2727272727272727,0.1935483870967742,0.3333333333333333
