,MACrossover,KeltnerChannels,EXP3,SqueezePro,UCB,BarMovement,Supertrend,Choc,EEE,MACDKeyLevel,PSAR,BeepBoop,BollingerBands,MACDStochastic,MACD,Stochastic,AlegAATr
0,7.359373333334788,-20.373022000000805,-270.8865124999994,-2.539792307691933,-191.15098125000117,-282.6647333333342,60.03938208333948,47.06893309523849,-72.31017312500106,-70.72058000000695,106.47714125000078,75.36455499999943,-22.145317234041936,-87.5261675000026,198.07203722221846,-17.57772525774186,-189.29621625000118
