,EEE,SqueezePro,Supertrend,AlegAATr,MACDKeyLevel,KeltnerChannels,BarMovement,Choc,MACrossover,MACD,Stochastic,BollingerBands,EXP3,UCB,BeepBoop,MACDStochastic
0,-67.4929733333334,90.99909000001884,32.8728559999995,-24.04280119047493,0.12001040000022214,-69.08042857142433,-207.02316000000093,191.1502600000002,-55.96779416666442,111.62550000000014,-1.8581850000004465,-70.00447189189185,-13.801424117645787,-23.499914285713004,41.763879649127986,-199.51105999999857
