,EEE,SqueezePro,Supertrend,AlegAATr,MACDKeyLevel,KeltnerChannels,BarMovement,Choc,MACrossover,MACD,Stochastic,BollingerBands,EXP3,UCB,BeepBoop,MACDStochastic
0,0.3333333333333333,1.0,0.4,0.3333333333333333,0.68,0.2,0.0,0.5,0.2916666666666667,0.3333333333333333,0.5,0.32432432432432434,0.4117647058823529,0.3333333333333333,0.43859649122807015,0.0
