,KeltnerChannels,MACrossover,Choc,Supertrend,EEE,BarMovement,UCB,SqueezePro,EXP3,AlegAATr,Stochastic,MACDStochastic,BollingerBands,PSAR,MACDKeyLevel
0,-177.12958535713938,39.532272727271916,-92.37227076923014,-138.2614160000001,141.32957571428622,-285.8716800000004,214.77180000000106,-44.466921206887534,-135.21849357142887,-228.82136000000042,1.3085690476202103,-16.214677000000513,-68.63337428569922,-52.823041290320134,34.214783095240044
