,MACDKeyLevel,KeltnerChannels,MACD,BollingerBands,MLP,MACrossover,Supertrend,AlegAATr,SqueezePro,MACDStochastic,BarMovement,Stochastic,RandomForest,BeepBoop,CNN,Ensemble,Lstm,Choc,PSAR
0,0.3333333333333333,0.2857142857142857,0.2631578947368421,0.47058823529411764,0.23728813559322035,0.4375,0.25,0.3055555555555556,0.14285714285714285,0.2,0.21818181818181817,0.21621621621621623,0.4444444444444444,0.2894736842105263,0.5,0.14285714285714285,0.3469387755102041,0.08333333333333333,0.43333333333333335
