,BarMovement,AlegAATr,Supertrend,MACrossover,SqueezePro,MACDStochastic,BollingerBands,MLP,MACDKeyLevel,KNN,KeltnerChannels,MACD,PSAR,Lstm,RSI,Choc,RandomForest,Stochastic,CNN,BeepBoop
0,0.5538461538461539,0.4375,0.1111111111111111,0.25806451612903225,0.125,0.4117647058823529,0.29850746268656714,0.3858520900321543,0.2682926829268293,0.0,0.26666666666666666,0.3300970873786408,0.36363636363636365,0.39156626506024095,0.14285714285714285,0.42857142857142855,0.23255813953488372,0.12121212121212122,0.2777777777777778,0.2
