,Choc,BarMovement,KeltnerChannels,AlegAATr,SqueezePro,Supertrend,EEE,BeepBoop,UCB,EXP3,BollingerBands,Stochastic,MACD,MACrossover,PSAR
0,-213.33119999999278,-9.3613576530618,17.547706666667406,-224.4433700000005,-216.15555999999975,-107.63330083332544,-185.93526469387325,-305.56737,-200.249466571426,-214.2788642857139,-57.89147500000005,-40.90000000000023,-48.418971999994184,-196.14825000000235,23.96936279069849
