,BeepBoop,EXP3,RSI,BollingerBands,Stochastic,MACD,MACrossover,Choc,BarMovement,KeltnerChannels,MACDKeyLevel,SqueezePro,Supertrend
0,-37.45471830768971,-39.74018624999995,-194.59026999999995,-37.54883263157882,263.6313950000007,-80.69843249999923,-50.701846818182496,-9.448237499999998,877.1883999999995,-169.64394142856958,50.89805266666691,135.61981333333046,-50.19219545454451
