,PSAR,CNN,Ensemble,BeepBoop,Stochastic,RandomForest,RSI,Lstm,MACDStochastic,AlegAATr,Supertrend,MACrossover,BarMovement,KeltnerChannels,MACD,MACDKeyLevel,KNN,MLP,BollingerBands
0,0.38333333333333336,0.14009661835748793,0.3620689655172414,0.14285714285714285,0.3142857142857143,0.3368146214099217,0.36363636363636365,0.38345864661654133,0.18181818181818182,0.2962962962962963,0.14285714285714285,0.2857142857142857,0.3350253807106599,0.375,0.1,0.1935483870967742,0.3829787234042553,0.33532934131736525,0.1891891891891892
