,SqueezePro,KeltnerChannels,BollingerBands,MLP,RSI,RandomForest,Ensemble,MACDStochastic,BarMovement,BeepBoop,CNN,MACDKeyLevel,Lstm,PSAR,Choc,Stochastic,MACD,KNN,MACrossover,Supertrend,AlegAATr
0,-93.59875,58.09778061401972,5.857822580645122,-6.6799563318777455,-10.146637279401823,-55.21310389610389,97.98189121621516,-55.21734656565712,7.391674876848905,-30.24931979695408,13.141710779731156,-23.367926434789652,18.919962686567153,-14.552540769236785,11.086255238085798,2.5668326344084678,206.38026666666792,-11.419937106918287,14.818794117647057,10.562373892215174,142.17789265486505
