,MACrossover,UCB,RSI,BarMovement,Choc,EEE,EXP3,SqueezePro,MACD,Stochastic,MACDKeyLevel,PSAR,BeepBoop,MACDStochastic,BollingerBands
0,-31.6870081249967,65.03577326530761,-103.38930999999889,565.6943600000009,-49.29997333333329,-54.429540000000905,-23.836552982455945,-8.397654999995732,-35.05073238094903,11.639435600000548,-137.8279957142786,-17.273751791044845,-10.788664307692587,85.67421333334077,-12.18887596153817
