,KNN,MACD,Choc,Stochastic,PSAR,Lstm,AlegAATr,Supertrend,MACrossover,MLP,BollingerBands,KeltnerChannels,SqueezePro,BeepBoop,CNN,MACDKeyLevel,MACDStochastic,BarMovement,RandomForest
0,0.23529411764705882,0.15,0.19047619047619047,0.6933333333333334,0.0,0.375,0.42424242424242425,0.2523364485981308,0.4375,0.1774193548387097,0.3113207547169811,0.4482758620689655,0.0,0.3888888888888889,0.3333333333333333,0.32941176470588235,0.26666666666666666,0.35365853658536583,0.3709677419354839
