,BarMovement,MACrossover,Supertrend,AlegAATr,SqueezePro,MACDStochastic,MLP,BollingerBands,KNN,MACDKeyLevel,KeltnerChannels,MACD,PSAR,Lstm,Choc,RandomForest,Stochastic,BeepBoop,CNN
0,-4.091690646381062,-189.88666666666686,-44.777278800000275,-9.398921276591762,-199.9980000000002,-2.4508635294078016,-12.046909090908674,53.311888400006225,-63.848989361700575,-193.96250000000018,93.34039473684203,60.382339999999786,-103.58400000000009,-93.70379710144884,-197.9999999999958,4.7443859649137,3.4911333673535556,-68.53083333333299,51.98831192660533
