,Choc,BarMovement,KeltnerChannels,AlegAATr,SqueezePro,Supertrend,EEE,BeepBoop,UCB,EXP3,BollingerBands,Stochastic,MACD,MACrossover,PSAR
0,0.0,0.2857142857142857,0.7333333333333333,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.25,0.5,0.26666666666666666,0.0,0.46511627906976744
