,KNN,MACDKeyLevel,KeltnerChannels,MACD,BollingerBands,AlegAATr,Supertrend,MACrossover,MACDStochastic,BarMovement,Stochastic,RandomForest,CNN,Ensemble,BeepBoop,Lstm,Choc,PSAR
0,-26.715862068965183,-93.78148199999313,-85.19624999999756,-219.06999999999732,-127.9692307692309,-25.308721363634525,26.686547619046877,35.84600000000307,-8.47299999999901,-26.11263157894739,452.3172500000004,19.430921063829803,-67.58263157894743,-16.888031538461526,-63.89523809523791,-52.324000000000055,-220.5550000000002,-26.99118166666338
