,MACDKeyLevel,KeltnerChannels,MACD,BollingerBands,MLP,MACrossover,Supertrend,AlegAATr,SqueezePro,MACDStochastic,BarMovement,Stochastic,RandomForest,BeepBoop,CNN,Ensemble,Lstm,Choc,PSAR
0,-5.820499999997111,-50.86242166666152,-49.19299631578149,92.22823529411774,96.48406779661101,-30.308750000000025,-81.18527166666595,-15.532486666666317,-85.00028571428317,-48.41159999999685,61.554454545454256,-75.27148648648468,76.29444444444421,-31.33561644736836,-33.26502749999945,-59.52881035714226,-51.61857142857144,-162.759374999999,66.60100000000006
