,EEE,AlegAATr,SqueezePro,Supertrend,KeltnerChannels,MACDKeyLevel,BarMovement,Choc,PSAR,MACD,BollingerBands,Stochastic,EXP3,UCB,MACDStochastic,BeepBoop
0,0.25,0.4,0.2,0.11666666666666667,0.7,0.6666666666666666,0.24,0.0,0.19230769230769232,0.38461538461538464,0.2962962962962963,0.15,0.19230769230769232,0.4,0.2,0.0
