,AlegAATr,Stochastic,MACD,BollingerBands,MACDStochastic,BeepBoop,MACDKeyLevel,PSAR,Choc,Supertrend,EEE,BarMovement,UCB,SqueezePro,EXP3,MACrossover,KeltnerChannels
0,0.5,0.43243243243243246,0.2,0.3157894736842105,0.0,0.28,0.5,0.46153846153846156,0.3333333333333333,0.30434782608695654,0.3870967741935484,0.0,0.5,0.3076923076923077,0.14285714285714285,0.35714285714285715,0.4166666666666667
