,MACrossover,UCB,RSI,BarMovement,Choc,EEE,EXP3,SqueezePro,MACD,Stochastic,MACDKeyLevel,PSAR,BeepBoop,MACDStochastic,BollingerBands
0,0.3,0.42857142857142855,0.25,1.0,0.26666666666666666,0.3125,0.3333333333333333,0.3333333333333333,0.2857142857142857,0.56,0.0,0.3880597014925373,0.35384615384615387,1.0,0.3269230769230769
